raw_term,source,raw_term_norm,exists_in_esco
Adjacency Matrix,Lightcast,adjacency matrix,False
Advanced Logic,Lightcast,advanced logic,False
Advanced Mathematics,Lightcast,advanced mathematics,False
Analytic Functions,Lightcast,analytic functions,False
Analytic Geometry,Lightcast,analytic geometry,False
Applied Mathematics,Lightcast,applied mathematics,False
Approximation Algorithms,Lightcast,approximation algorithms,False
Approximation Theory,Lightcast,approximation theory,False
Arithmetic,Lightcast,arithmetic,False
Arity,Lightcast,arity,False
Axiomatic Systems,Lightcast,axiomatic systems,False
Azimuth,Lightcast,azimuth,False
Backtracking,Lightcast,backtracking,False
Base Conversion,Lightcast,base conversion,False
Bellman Ford,Lightcast,bellman ford,False
Bezier,Lightcast,bezier,False
Big O Notation,Lightcast,big o notation,False
Binary Mathematics,Lightcast,binary mathematics,False
Bisection,Lightcast,bisection,False
Bit Manipulation,Lightcast,bit manipulation,False
Block Design,Lightcast,block design,False
Boolean Networks,Lightcast,boolean networks,False
Boundary Element Method,Lightcast,boundary element method,False
Boundary Value Problem,Lightcast,boundary value problem,False
Brownian Bridge,Lightcast,brownian bridge,False
Business Mathematics,Lightcast,business mathematics,False
Calculations,Lightcast,calculations,False
Calculus,Lightcast,calculus,False
Cardinality,Lightcast,cardinality,False
Catastrophe Modeling,Lightcast,catastrophe modeling,False
Centroid,Lightcast,centroid,False
Chaos Theory,Lightcast,chaos theory,False
Coefficients,Lightcast,coefficients,False
Combinatorial Design,Lightcast,combinatorial design,False
Combinatorial Optimization,Lightcast,combinatorial optimization,False
Combinatorics,Lightcast,combinatorics,False
Combinatory Logic,Lightcast,combinatory logic,False
Computational Geometry,Lightcast,computational geometry,False
Computational Mathematics,Lightcast,computational mathematics,False
Computational Modeling,Lightcast,computational modeling,False
Computational Science And Engineering,Lightcast,computational science and engineering,False
Conformal Map,Lightcast,conformal map,False
Conic Sections (Analytic Geometry),Lightcast,conic sections analytic geometry,False
Conjugate Gradient Method,Lightcast,conjugate gradient method,False
Connected Components,Lightcast,connected components,False
Connected Mathematics,Lightcast,connected mathematics,False
Constrained Optimization,Lightcast,constrained optimization,False
Constraint Logic Programming,Lightcast,constraint logic programming,False
Continuous-Time Markov Chain,Lightcast,continuoustime markov chain,False
Control Theories,Lightcast,control theories,False
Control Variates,Lightcast,control variates,False
Convex Optimization,Lightcast,convex optimization,False
Coordinate Systems,Lightcast,coordinate systems,False
Cosine Similarity,Lightcast,cosine similarity,False
Descriptive Geometry,Lightcast,descriptive geometry,False
Deterministic Methods,Lightcast,deterministic methods,False
Developmental Mathematics,Lightcast,developmental mathematics,False
Differential Calculus,Lightcast,differential calculus,False
Differential Equations,Lightcast,differential equations,False
Differential Evolution,Lightcast,differential evolution,False
Differential Geometry,Lightcast,differential geometry,False
Differentials,Lightcast,differentials,False
Dimensional Analysis,Lightcast,dimensional analysis,False
Discount Calculation,Lightcast,discount calculation,False
Discrete Mathematics,Lightcast,discrete mathematics,False
Discrete Optimization,Lightcast,discrete optimization,False
Discretization,Lightcast,discretization,False
Distribution Theory,Lightcast,distribution theory,False
Dot Product,Lightcast,dot product,False
Dynamical Systems,Lightcast,dynamical systems,False
Edit Distance,Lightcast,edit distance,False
Elementary Function,Lightcast,elementary function,False
Elementary Matrix (Linear Algebra),Lightcast,elementary matrix linear algebra,False
Ellipse,Lightcast,ellipse,False
Equations,Lightcast,equations,False
Euclidean Distance,Lightcast,euclidean distance,False
Euclidean Geometry,Lightcast,euclidean geometry,False
Euler Bernoulli Beam Theory,Lightcast,euler bernoulli beam theory,False
Extended Kalman Filter,Lightcast,extended kalman filter,False
Factorials,Lightcast,factorials,False
Fast Multipole Methods,Lightcast,fast multipole methods,False
Finite Automata,Lightcast,finite automata,False
Finite Difference,Lightcast,finite difference,False
Finite Field,Lightcast,finite field,False
Finite State Machine,Lightcast,finite state machine,False
Floyd Warshall,Lightcast,floyd warshall,False
Flux Balance Analysis,Lightcast,flux balance analysis,False
Fourier Analysis,Lightcast,fourier analysis,False
Fourier Transform,Lightcast,fourier transform,False
Fractal Geometry,Lightcast,fractal geometry,False
Full State Feedback,Lightcast,full state feedback,False
Functional Analysis,Lightcast,functional analysis,False
General Algebraic Modeling Systems,Lightcast,general algebraic modeling systems,False
General Mathematics,Lightcast,general mathematics,False
Geometric Modeling,Lightcast,geometric modeling,False
Graph Theory,Lightcast,graph theory,False
Greedy Algorithm,Lightcast,greedy algorithm,False
Groundwater Modeling System (GMS),Lightcast,groundwater modeling system gms,False
Grover's Algorithm,Lightcast,grovers algorithm,False
Heath-Jarrow-Morton (HJM) Framework,Lightcast,heathjarrowmorton hjm framework,False
Hierarchical Linear Models,Lightcast,hierarchical linear models,False
Hyperbolic Function,Lightcast,hyperbolic function,False
Independent Component Analysis,Lightcast,independent component analysis,False
Integer Programming,Lightcast,integer programming,False
Integral Calculus,Lightcast,integral calculus,False
Integrated Assessment Modelling,Lightcast,integrated assessment modelling,False
Integrated DEFinition For Process Description Capture Method (IDEF3),Lightcast,integrated definition for process description capture method idef3,False
Invex Function,Lightcast,invex function,False
Isometry,Lightcast,isometry,False
Ito Calculus,Lightcast,ito calculus,False
Karnaugh Map,Lightcast,karnaugh map,False
Lambda Calculus,Lightcast,lambda calculus,False
Laplace Transform,Lightcast,laplace transform,False
Lindenmayer System (L-System),Lightcast,lindenmayer system lsystem,False
Linear Algebra,Lightcast,linear algebra,False
Linear Equations,Lightcast,linear equations,False
Linear Function,Lightcast,linear function,False
Linear Interpolation,Lightcast,linear interpolation,False
Linear Programming,Lightcast,linear programming,False
Linear Systems,Lightcast,linear systems,False
Linearization,Lightcast,linearization,False
Logarithmic Functions,Lightcast,logarithmic functions,False
Logic Model Development,Lightcast,logic model development,False
Logical Matrix,Lightcast,logical matrix,False
Logit Function,Lightcast,logit function,False
LU Decomposition,Lightcast,lu decomposition,False
Map Algebra,Lightcast,map algebra,False
Markov Chain,Lightcast,markov chain,False
Markov Chain Monte Carlo,Lightcast,markov chain monte carlo,False
Markov Model,Lightcast,markov model,False
Math Endorsement,Lightcast,math endorsement,False
Math Functions,Lightcast,math functions,False
Mathematical Analysis,Lightcast,mathematical analysis,False
Mathematical Biology,Lightcast,mathematical biology,False
Mathematical Chemistry,Lightcast,mathematical chemistry,False
MAthematical DYnamic Models (MADYMO),Lightcast,mathematical dynamic models madymo,False
Mathematical Logic,Lightcast,mathematical logic,False
Mathematical Modeling,Lightcast,mathematical modeling,False
Mathematical Optimization,Lightcast,mathematical optimization,False
Mathematical Programming,Lightcast,mathematical programming,False
Mathematical Sciences,Lightcast,mathematical sciences,False
Mathematics Formative Assessment Systems,Lightcast,mathematics formative assessment systems,False
Matrix Algebra,Lightcast,matrix algebra,False
Matrix Calculus,Lightcast,matrix calculus,False
Matrix Factorization,Lightcast,matrix factorization,False
Matrix Methods (Structural Analysis),Lightcast,matrix methods structural analysis,False
Matrix Multiplication,Lightcast,matrix multiplication,False
Maximum Flow Problem,Lightcast,maximum flow problem,False
Measurement Technique,Lightcast,measurement technique,False
Metric System,Lightcast,metric system,False
Model-Based Design,Lightcast,modelbased design,False
Modulo,Lightcast,modulo,False
Monte Carlo Methods,Lightcast,monte carlo methods,False
Multiple Models,Lightcast,multiple models,False
Multiscale Modeling,Lightcast,multiscale modeling,False
Multiset,Lightcast,multiset,False
Multivariable Calculus,Lightcast,multivariable calculus,False
Nonlinear Dimensionality Reduction,Lightcast,nonlinear dimensionality reduction,False
Nonlinear Programming,Lightcast,nonlinear programming,False
Nonparametric Regression,Lightcast,nonparametric regression,False
Np Complete,Lightcast,np complete,False
Number Systems,Lightcast,number systems,False
Number Theory,Lightcast,number theory,False
Numeral Systems,Lightcast,numeral systems,False
Numerical Analysis,Lightcast,numerical analysis,False
Numerical Computing,Lightcast,numerical computing,False
Numerical Differentiation,Lightcast,numerical differentiation,False
Numerical Linear Algebra,Lightcast,numerical linear algebra,False
Operands,Lightcast,operands,False
Operational Calculus,Lightcast,operational calculus,False
Optimal Control,Lightcast,optimal control,False
Ordinary Differential Equations (Differential Calculus),Lightcast,ordinary differential equations differential calculus,False
Parallel Curve,Lightcast,parallel curve,False
Parametrix,Lightcast,parametrix,False
Partial Differential Equation,Lightcast,partial differential equation,False
Permutation,Lightcast,permutation,False
Perpendicularity,Lightcast,perpendicularity,False
Poisson Process,Lightcast,poisson process,False
Poisson Regression,Lightcast,poisson regression,False
Polar Coordinates,Lightcast,polar coordinates,False
Polynomials,Lightcast,polynomials,False
Population Model,Lightcast,population model,False
Power Law,Lightcast,power law,False
Probability,Lightcast,probability,False
Probability Theories,Lightcast,probability theories,False
Proof System,Lightcast,proof system,False
Pseudometric Space,Lightcast,pseudometric space,False
Push Relabel Maximum Flow Algorithm,Lightcast,push relabel maximum flow algorithm,False
Pushdown Automaton,Lightcast,pushdown automaton,False
Quadratic Configuration Interaction (QCI),Lightcast,quadratic configuration interaction qci,False
Quadratic Equations,Lightcast,quadratic equations,False
Quadratic Programming,Lightcast,quadratic programming,False
Quantitative Modeling,Lightcast,quantitative modeling,False
Quantization,Lightcast,quantization,False
Quantum Gates,Lightcast,quantum gates,False
Quantum Phase Estimation (QPE),Lightcast,quantum phase estimation qpe,False
Quaternions,Lightcast,quaternions,False
Queueing Theory,Lightcast,queueing theory,False
Radians,Lightcast,radians,False
Radix,Lightcast,radix,False
Random Effects Models,Lightcast,random effects models,False
Random Variables,Lightcast,random variables,False
Random Walk,Lightcast,random walk,False
Receiver Operating Characteristic,Lightcast,receiver operating characteristic,False
Rectilinear Minimum Spanning Trees,Lightcast,rectilinear minimum spanning trees,False
Recurrence Relation,Lightcast,recurrence relation,False
Relational Operator,Lightcast,relational operator,False
Renewal Theory,Lightcast,renewal theory,False
Representation Theory,Lightcast,representation theory,False
Response Models,Lightcast,response models,False
Risk Modeling,Lightcast,risk modeling,False
Robust Control,Lightcast,robust control,False
S9 Fraction,Lightcast,s9 fraction,False
Sequent,Lightcast,sequent,False
Shor's Algorithm,Lightcast,shors algorithm,False
Shortest Path Problem,Lightcast,shortest path problem,False
Simple Linear Regression,Lightcast,simple linear regression,False
Simplex Algorithm,Lightcast,simplex algorithm,False
Simulated Annealing,Lightcast,simulated annealing,False
Simultaneous Equations Model,Lightcast,simultaneous equations model,False
Splines,Lightcast,splines,False
State Space,Lightcast,state space,False
Stochastic Calculus,Lightcast,stochastic calculus,False
Stochastic Modeling,Lightcast,stochastic modeling,False
Stochastic Optimization,Lightcast,stochastic optimization,False
Stochastic Process,Lightcast,stochastic process,False
Stochastic Programming,Lightcast,stochastic programming,False
Stochastic Simulation,Lightcast,stochastic simulation,False
Stokes Equation,Lightcast,stokes equation,False
Structural Complexity Theories,Lightcast,structural complexity theories,False
System Identification,Lightcast,system identification,False
Systeme Integre De Modelisation MULti-Dimensionelle (SIMUL),Lightcast,systeme integre de modelisation multidimensionelle simul,False
Systems Of Equations,Lightcast,systems of equations,False
Systems Of Measurement,Lightcast,systems of measurement,False
Taylor Series,Lightcast,taylor series,False
Theory Of Computation,Lightcast,theory of computation,False
Topology Optimization,Lightcast,topology optimization,False
Traffic Generation Models,Lightcast,traffic generation models,False
Truth Table,Lightcast,truth table,False
Turing Machine,Lightcast,turing machine,False
Uncertainty Modeling,Lightcast,uncertainty modeling,False
Uncertainty Quantification,Lightcast,uncertainty quantification,False
Unit Conversion,Lightcast,unit conversion,False
Utility Functions,Lightcast,utility functions,False
Utility Theories,Lightcast,utility theories,False
Variance Explanation,Lightcast,variance explanation,False
Variance Reduction,Lightcast,variance reduction,False
Variational Quantum Eigensolver (VQE),Lightcast,variational quantum eigensolver vqe,False
Vector Calculus,Lightcast,vector calculus,False
Vehicle Routing Problem,Lightcast,vehicle routing problem,False
Z Axis,Lightcast,z axis,False
Certified Analytics Professional,Lightcast,certified analytics professional,False
CSSP Analyst,Lightcast,cssp analyst,False
Discrete Phase-Type Distribution,Lightcast,discrete phasetype distribution,False
DSPAM,Lightcast,dspam,False
EPI Info,Lightcast,epi info,False
GraphPad InStat,Lightcast,graphpad instat,False
Hmisc,Lightcast,hmisc,False
JMP (Statistical Software),Lightcast,jmp statistical software,False
Minitab,Lightcast,minitab,False
MLwiN,Lightcast,mlwin,False
Mplus (Structural Equation Modeling),Lightcast,mplus structural equation modeling,False
NCSS (Statistical Software),Lightcast,ncss statistical software,False
NLIN Procedure (SAS Software),Lightcast,nlin procedure sas software,False
NLOGIT,Lightcast,nlogit,False
Analysis Of Covariance,Lightcast,analysis of covariance,False
Analysis Of Variance (ANOVA),Lightcast,analysis of variance anova,False
Applied Statistics,Lightcast,applied statistics,False
Autoregressive Integrated Moving Average (ARIMA),Lightcast,autoregressive integrated moving average arima,False
Bayes Classifier,Lightcast,bayes classifier,False
Bayes Estimator,Lightcast,bayes estimator,False
Bayesian Inference,Lightcast,bayesian inference,False
Bayesian Modeling,Lightcast,bayesian modeling,False
Bayesian Probability,Lightcast,bayesian probability,False
Bayesian Statistics,Lightcast,bayesian statistics,False
Box-Jenkins,Lightcast,boxjenkins,False
Canonical Correlation,Lightcast,canonical correlation,False
Categorical Data,Lightcast,categorical data,False
Censored Regression Model,Lightcast,censored regression model,False
Census Enumeration,Lightcast,census enumeration,False
Chi-Squared Tests,Lightcast,chisquared tests,False
Computational Statistics,Lightcast,computational statistics,False
Confidence Intervals,Lightcast,confidence intervals,False
Conjoint Analysis,Lightcast,conjoint analysis,False
Contingency Tables,Lightcast,contingency tables,False
Copula (Probability Theory),Lightcast,copula probability theory,False
Correspondence Analysis,Lightcast,correspondence analysis,False
Decision Theories,Lightcast,decision theories,False
Defense Independent Pitching Statistics,Lightcast,defense independent pitching statistics,False
Dependent Variables,Lightcast,dependent variables,False
Descriptive Statistics,Lightcast,descriptive statistics,False
Economic Statistics,Lightcast,economic statistics,False
Elo Rating Systems,Lightcast,elo rating systems,False
Empirical Process,Lightcast,empirical process,False
Estimation Theories,Lightcast,estimation theories,False
Factor Analysis,Lightcast,factor analysis,False
Frequency Distribution,Lightcast,frequency distribution,False
Gaussian Process,Lightcast,gaussian process,False
General Linear Models,Lightcast,general linear models,False
Generalized AutoRegressive Conditional Heteroskedasticity,Lightcast,generalized autoregressive conditional heteroskedasticity,False
Generalized Estimating Equation,Lightcast,generalized estimating equation,False
Generalized Linear Model,Lightcast,generalized linear model,False
Geostatistics,Lightcast,geostatistics,False
Importance Sampling,Lightcast,importance sampling,False
Industrial Statistics,Lightcast,industrial statistics,False
Instrumental Variable,Lightcast,instrumental variable,False
Item Response Theory,Lightcast,item response theory,False
Kalman Filter,Lightcast,kalman filter,False
Kernel Density Estimation,Lightcast,kernel density estimation,False
Kolmogorov Smirnov,Lightcast,kolmogorov smirnov,False
Legal Analytics,Lightcast,legal analytics,False
Linear Discriminant Analysis,Lightcast,linear discriminant analysis,False
Linear Model,Lightcast,linear model,False
Linear Regression,Lightcast,linear regression,False
Log-Normal Distribution,Lightcast,lognormal distribution,False
Logistic Regression,Lightcast,logistic regression,False
Mathematical Statistics,Lightcast,mathematical statistics,False
Maximum Likelihood,Lightcast,maximum likelihood,False
Measurement Uncertainty,Lightcast,measurement uncertainty,False
Median,Lightcast,median,False
Mixed Model,Lightcast,mixed model,False
Mixture Model,Lightcast,mixture model,False
Model Validation,Lightcast,model validation,False
Moving Average,Lightcast,moving average,False
Multilevel Model,Lightcast,multilevel model,False
Multinomial Logistic Regression,Lightcast,multinomial logistic regression,False
Multiple Linear Regression,Lightcast,multiple linear regression,False
Multivariate Analysis,Lightcast,multivariate analysis,False
Multivariate Analysis Of Covariance (MANCOVA),Lightcast,multivariate analysis of covariance mancova,False
Multivariate Analysis Of Variance,Lightcast,multivariate analysis of variance,False
Multivariate Statistics,Lightcast,multivariate statistics,False
Naive Bayes Classifier,Lightcast,naive bayes classifier,False
Natural Process Variation,Lightcast,natural process variation,False
Negative Binomial Distribution,Lightcast,negative binomial distribution,False
Nonlinear Regression,Lightcast,nonlinear regression,False
Nonparametric Statistics,Lightcast,nonparametric statistics,False
Normal Distribution,Lightcast,normal distribution,False
Noticing Hypothesis,Lightcast,noticing hypothesis,False
Numeric Distribution,Lightcast,numeric distribution,False
Observational Error,Lightcast,observational error,False
Ordinary Least Squares (Regression Analysis),Lightcast,ordinary least squares regression analysis,False
Outliers,Lightcast,outliers,False
Panel Data,Lightcast,panel data,False
Parametric Methods,Lightcast,parametric methods,False
Parametric Statistics,Lightcast,parametric statistics,False
Pareto Analysis,Lightcast,pareto analysis,False
Particle Filter,Lightcast,particle filter,False
Path Analysis,Lightcast,path analysis,False
Pharmaceutical Statistics,Lightcast,pharmaceutical statistics,False
Point Estimation,Lightcast,point estimation,False
Polynomial Regression,Lightcast,polynomial regression,False
Post-Hoc Analysis,Lightcast,posthoc analysis,False
Predictive Modeling,Lightcast,predictive modeling,False
Predictive Statistics,Lightcast,predictive statistics,False
Principal Component Analysis,Lightcast,principal component analysis,False
Probabilistic Analysis,Lightcast,probabilistic analysis,False
Probability And Statistics,Lightcast,probability and statistics,False
Probability Distribution,Lightcast,probability distribution,False
Probit,Lightcast,probit,False
Propagation Of Uncertainty,Lightcast,propagation of uncertainty,False
Propensity Modeling,Lightcast,propensity modeling,False
Proportional Hazards Model,Lightcast,proportional hazards model,False
Quantile,Lightcast,quantile,False
Quantitative Management Reporting,Lightcast,quantitative management reporting,False
Randomization,Lightcast,randomization,False
Regression Analysis,Lightcast,regression analysis,False
Response Surface Methodology,Lightcast,response surface methodology,False
Ridge/LASSO Regressions,Lightcast,ridgelasso regressions,False
Robust Regression,Lightcast,robust regression,False
Robust Statistics,Lightcast,robust statistics,False
Root-Mean-Square Deviation,Lightcast,rootmeansquare deviation,False
Sampling (Statistics),Lightcast,sampling statistics,False
Sampling Design,Lightcast,sampling design,False
SAS Certified Associate,Lightcast,sas certified associate,False
Score Tests,Lightcast,score tests,False
Sign Tests,Lightcast,sign tests,False
Simple Random Sample,Lightcast,simple random sample,False
Social Statistics,Lightcast,social statistics,False
Softmax,Lightcast,softmax,False
Standard Deviation,Lightcast,standard deviation,False
Stat Camera,Lightcast,stat camera,False
Statistical Classification,Lightcast,statistical classification,False
Statistical Hypothesis Testing,Lightcast,statistical hypothesis testing,False
Statistical Indicators,Lightcast,statistical indicators,False
Statistical Inference,Lightcast,statistical inference,False
Statistical Learning Theory,Lightcast,statistical learning theory,False
Statistical Methods,Lightcast,statistical methods,False
Statistical Physics,Lightcast,statistical physics,False
Statistical Reporting,Lightcast,statistical reporting,False
Statistical Survey,Lightcast,statistical survey,False
Statistical Theory,Lightcast,statistical theory,False
Statistical Thinking,Lightcast,statistical thinking,False
Stratified Sampling,Lightcast,stratified sampling,False
Structural Equation Modeling,Lightcast,structural equation modeling,False
Survey Sampling,Lightcast,survey sampling,False
Survival Analysis,Lightcast,survival analysis,False
Systematic Sampling,Lightcast,systematic sampling,False
Taguchi Methods,Lightcast,taguchi methods,False
Test Statistics,Lightcast,test statistics,False
Topic Modeling,Lightcast,topic modeling,False
Vital Statistics,Lightcast,vital statistics,False
Weibull Distribution,Lightcast,weibull distribution,False
Wilcoxon Signed-Rank Tests,Lightcast,wilcoxon signedrank tests,False
OBiBa,Lightcast,obiba,False
Openbugs,Lightcast,openbugs,False
Oprofile,Lightcast,oprofile,False
OxMetrics,Lightcast,oxmetrics,False
Proc Format,Lightcast,proc format,False
ProStat (Plotting Software),Lightcast,prostat plotting software,False
PSPP,Lightcast,pspp,False
Quantmod,Lightcast,quantmod,False
R-SMLT,Lightcast,rsmlt,False
RKWard,Lightcast,rkward,False
Rweka,Lightcast,rweka,False
S-PLUS Statistical Software,Lightcast,splus statistical software,False
SAS (Software),Lightcast,sas software,False
SAS Certified Advanced Analytics Professional,Lightcast,sas certified advanced analytics professional,False
SAS Certified Associate: Programming Fundamentals,Lightcast,sas certified associate programming fundamentals,False
SAS Certified Clinical Trials Programmer,Lightcast,sas certified clinical trials programmer,False
SAS Certified Data Integration Developer,Lightcast,sas certified data integration developer,False
SAS Certified Data Scientist,Lightcast,sas certified data scientist,False
SAS Certified Platform Administrator,Lightcast,sas certified platform administrator,False
SAS Certified Professional,Lightcast,sas certified professional,False
SAS Certified Professional: Advanced Programming,Lightcast,sas certified professional advanced programming,False
SAS Certified Professional: AI & Machine Learning,Lightcast,sas certified professional ai  machine learning,False
SAS Certified Professional: Data Curation,Lightcast,sas certified professional data curation,False
SAS Certified Specialist,Lightcast,sas certified specialist,False
SAS Certified Specialist: Administration Of SAS Viya 3.5,Lightcast,sas certified specialist administration of sas viya 35,False
SAS Certified Specialist: Advanced Predictive Modeling,Lightcast,sas certified specialist advanced predictive modeling,False
SAS Certified Specialist: Base Programming,Lightcast,sas certified specialist base programming,False
SAS Certified Specialist: Forecasting And Optimization,Lightcast,sas certified specialist forecasting and optimization,False
SAS Certified Specialist: Natural Language Processing And Computer Vision,Lightcast,sas certified specialist natural language processing and computer vision,False
SAS Certified Statistical Business Analyst,Lightcast,sas certified statistical business analyst,False
SAS Certified Visual Modeler,Lightcast,sas certified visual modeler,False
SAS Forecast Servers,Lightcast,sas forecast servers,False
SAS Macros,Lightcast,sas macros,False
SAS Statistical Analysis,Lightcast,sas statistical analysis,False
SAS Viya Programming Associate,Lightcast,sas viya programming associate,False
SAS Viya Programming Specialist,Lightcast,sas viya programming specialist,False
SAS/STAT,Lightcast,sasstat,False
SHAZAM,Lightcast,shazam,False
SigmaXL,Lightcast,sigmaxl,False
SPC XL,Lightcast,spc xl,False
SPSS (Statistical Software),Lightcast,spss statistical software,False
SPSS Statistics Certification,Lightcast,spss statistics certification,False
Stata,Lightcast,stata,False
Statgraphics,Lightcast,statgraphics,False
STATISTICA,Lightcast,statistica,False
Statistical Analysis Software,Lightcast,statistical analysis software,False
Statistical Packages,Lightcast,statistical packages,False
Statistical Programming,Lightcast,statistical programming,False
Statistical Software,Lightcast,statistical software,False
StatPlus,Lightcast,statplus,False
Statsmodels,Lightcast,statsmodels,False
StatView,Lightcast,statview,False
StatXact,Lightcast,statxact,False
SUDAAN (Software),Lightcast,sudaan software,False
WinBUGS,Lightcast,winbugs,False
Winpepi,Lightcast,winpepi,False
XLSTAT,Lightcast,xlstat,False
